Income,Recency,NumDealsPurchases,Customer_Tenure,Total_Spent,Total_Purchases,Total_Children,Previous_Campaign_Score,Education_Basic,Education_Graduation,Education_PhD,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
65640.0,74,1,120,461,14,1,0,False,False,True,False,False,True,False
44319.0,18,2,73,37,5,2,0,False,False,False,True,False,False,False
30631.0,75,1,352,70,6,1,0,False,True,False,True,False,False,False
75278.0,17,1,516,930,22,0,0,False,True,False,False,False,True,False
50898.0,88,13,537,859,20,2,0,False,False,False,False,False,True,False
79946.0,19,1,48,1478,21,0,0,False,True,False,False,False,False,True
35416.0,62,3,381,390,13,0,0,False,False,False,False,False,False,False
32414.0,11,1,360,52,4,0,1,False,False,False,False,False,True,False
38361.0,74,3,184,137,7,1,0,False,True,False,False,False,True,False
82497.0,32,1,606,1919,18,0,1,False,True,False,True,False,False,False
16626.0,76,3,165,68,6,2,0,False,True,False,False,False,True,False
29672.0,6,1,474,25,3,2,0,False,True,False,False,False,True,False
55951.0,62,3,675,1374,20,1,2,False,False,False,False,False,True,False
35388.0,20,1,479,32,4,1,0,False,False,False,False,False,False,False
42386.0,43,1,532,100,6,1,0,False,False,False,False,False,True,False
68627.0,45,1,533,825,11,0,0,False,True,False,False,True,False,False
57912.0,34,5,104,916,23,1,1,False,False,True,False,False,False,False
35246.0,53,4,74,62,7,2,0,False,True,False,False,False,False,False
58821.0,44,1,260,728,20,1,0,False,False,False,False,False,True,False
46377.0,89,1,120,90,6,1,0,False,False,True,True,False,False,False
39747.0,43,3,77,273,10,1,0,False,True,False,False,True,False,False
23976.0,68,3,184,66,7,1,0,False,True,False,False,False,True,False
80950.0,44,1,458,1213,22,0,1,False,False,False,True,False,False,False
27038.0,64,1,649,107,6,0,0,False,True,False,False,False,False,True
77457.0,85,1,116,1157,17,0,1,False,True,False,False,True,False,False
64100.0,93,1,292,546,17,1,1,False,False,False,True,False,False,False
42670.0,12,1,428,241,10,0,0,False,False,False,False,False,True,False
12571.0,86,4,162,53,7,1,0,False,True,False,False,False,False,False
22574.0,28,2,244,37,5,3,0,False,True,False,True,False,False,False
51381.5,69,1,391,1611,23,0,2,False,True,False,True,False,False,False
70893.0,42,1,508,1508,22,0,0,False,False,False,False,True,False,False
54198.0,13,6,194,235,10,2,0,False,True,False,True,False,False,False
28839.0,86,2,110,32,5,2,0,False,False,False,False,False,True,False
40321.0,59,2,335,102,6,2,0,False,True,False,True,False,False,False
66503.0,30,2,684,401,13,1,0,False,True,False,False,True,False,False
30833.0,33,2,348,28,4,2,0,False,True,False,True,False,False,False
51381.5,67,6,310,1052,15,3,2,False,True,False,False,True,False,False
64795.0,23,3,528,680,18,1,0,False,True,False,True,False,False,False
34421.0,81,1,363,30,3,1,0,False,True,False,True,False,False,False
47025.0,6,1,140,20,3,2,0,False,False,True,False,False,False,False
64325.0,41,5,507,1307,18,1,0,False,False,True,False,False,False,False
40464.0,78,6,534,630,18,1,0,False,True,False,False,True,False,False
62187.0,49,1,359,1283,17,0,0,False,True,False,True,False,False,False
14849.0,39,3,362,65,6,1,0,False,False,True,False,False,False,False
27255.0,3,1,234,37,4,1,0,False,True,False,True,False,False,False
54432.0,37,1,416,38,4,3,0,False,False,True,True,False,False,False
29999.0,22,4,501,160,8,1,0,False,False,True,False,True,False,False
24072.0,79,1,439,23,3,1,0,False,True,False,False,True,False,False
33996.0,46,1,291,71,5,0,0,False,False,True,False,True,False,False
66334.0,82,2,452,1161,17,1,0,False,False,True,True,False,False,False
35178.0,10,1,535,59,4,1,1,False,False,False,True,False,False,False
22010.0,51,2,364,33,5,1,0,False,True,False,False,False,True,False
62204.0,38,1,655,946,21,2,0,False,True,False,False,False,False,False
75693.0,10,1,570,1442,21,0,3,False,True,False,False,False,False,False
30675.0,14,1,594,62,4,1,0,False,True,False,True,False,False,False
83003.0,18,1,483,1674,21,0,1,False,True,False,False,False,True,False
68655.0,95,1,688,1538,20,0,0,False,True,False,False,True,False,False
41411.0,11,1,204,139,7,0,0,False,True,False,False,False,False,False
55212.0,65,3,583,1182,17,1,2,False,False,True,True,False,False,False
59292.0,71,2,381,507,16,1,0,False,False,True,False,False,True,False
27190.0,13,1,318,18,3,1,1,True,False,False,False,False,True,False
82623.0,58,1,231,940,15,0,0,False,True,False,False,False,False,False
44300.0,65,2,371,42,4,2,0,False,True,False,True,False,False,False
84835.0,0,1,13,1190,14,0,0,False,True,False,False,False,False,False
30372.0,33,3,551,44,5,2,0,False,True,False,False,False,False,True
33181.0,90,1,177,16,3,1,1,False,False,False,True,False,False,False
71113.0,95,4,194,835,22,1,0,False,True,False,True,False,False,False
71952.0,93,2,535,1443,20,1,2,False,True,False,True,False,False,False
69759.0,38,3,244,1029,15,0,0,False,False,True,False,True,False,False
72099.0,18,1,610,1188,17,0,0,False,True,False,True,False,False,False
60000.0,57,5,554,1277,19,1,0,False,False,True,False,True,False,False
38643.0,45,2,212,49,5,2,0,False,True,False,False,True,False,False
50737.0,61,1,414,99,6,1,1,False,True,False,True,False,False,False
68462.0,6,1,564,1670,14,0,0,False,False,True,True,False,False,False
65073.0,65,1,313,900,13,0,0,False,False,False,True,False,False,False
46681.0,52,2,264,425,14,2,0,False,False,True,False,False,True,False
78618.0,87,1,639,2153,21,0,1,False,True,False,True,False,False,False
62187.0,38,3,99,636,18,1,0,False,False,True,False,False,False,True
28442.0,53,3,125,57,7,2,0,False,True,False,True,False,False,False
37717.0,31,1,583,25,3,1,0,False,False,True,True,False,False,False
51479.0,67,7,548,494,15,2,0,False,True,False,True,False,False,False
54803.0,65,2,677,693,17,1,0,False,True,False,False,True,False,False
79530.0,64,1,408,1348,25,0,0,False,True,False,True,False,False,False
31615.0,82,2,470,51,5,1,0,False,True,False,False,False,False,False
72025.0,27,1,589,1932,15,0,0,False,True,False,False,False,True,False
52614.0,63,2,575,990,14,1,0,False,False,True,False,True,False,False
35684.0,66,1,68,30,4,1,0,False,False,False,True,False,False,False
48178.0,69,6,609,254,10,2,0,False,True,False,True,False,False,False
29548.0,52,1,304,29,4,1,1,False,False,False,False,True,False,False
63810.0,45,4,595,1371,19,1,1,False,True,False,False,True,False,False
38578.0,2,3,372,73,6,2,0,False,False,True,False,True,False,False
46098.0,86,4,680,120,7,2,0,False,False,False,False,True,False,False
22585.0,23,1,468,81,4,0,1,False,True,False,False,True,False,False
30279.0,13,1,546,37,4,1,0,False,True,False,False,True,False,False
66426.0,14,2,270,1377,18,1,0,False,False,True,False,False,True,False
30822.0,92,1,380,51,4,1,0,False,True,False,False,True,False,False
33581.0,38,1,537,17,3,2,0,False,False,True,True,False,False,False
19986.0,74,1,227,22,3,1,0,False,True,False,True,False,False,False
27421.0,14,3,564,324,11,0,0,False,True,False,False,False,False,True
35688.0,94,7,676,211,9,3,0,False,False,False,True,False,False,False
36143.0,33,1,91,19,3,1,0,False,False,False,False,True,False,False
10245.0,32,3,410,41,5,1,0,False,True,False,False,True,False,False
43795.0,11,3,256,492,14,1,1,False,False,False,False,False,True,False
63381.0,78,4,632,1005,22,1,0,False,True,False,False,False,True,False
38823.0,56,1,668,114,6,1,0,False,True,False,False,False,True,False
83664.0,57,3,417,1173,16,2,0,False,False,True,False,False,False,False
90300.0,7,0,177,1738,19,0,1,False,True,False,False,False,True,False
62499.0,0,2,202,222,10,1,0,False,False,False,False,False,True,False
74293.0,66,1,56,1127,15,0,0,False,True,False,False,True,False,False
51012.0,86,1,437,209,9,0,0,False,False,True,True,False,False,False
70777.0,80,3,124,787,20,1,0,False,False,False,True,False,False,False
68682.0,56,1,266,1598,23,0,0,False,False,True,False,False,True,False
43824.0,18,4,652,186,8,2,0,False,True,False,True,False,False,False
15345.0,51,2,667,47,4,1,0,False,True,False,False,False,True,False
23442.0,71,1,552,27,4,1,0,False,True,False,False,True,False,False
14515.0,71,4,597,96,7,1,0,False,False,False,False,False,True,False
31395.0,80,4,463,64,6,2,0,False,False,False,False,False,False,False
75276.0,2,1,640,1040,22,0,0,False,True,False,False,False,True,False
42373.0,83,5,318,163,8,2,0,False,True,False,False,True,False,False
30507.0,29,1,475,343,10,0,0,False,True,False,False,False,True,False
55521.0,11,9,250,446,15,3,1,False,False,True,False,True,False,False
48006.0,55,1,20,41,4,2,0,False,True,False,True,False,False,False
27213.0,19,3,668,70,6,1,0,False,False,True,False,True,False,False
65808.0,1,3,30,272,11,2,0,False,False,True,False,False,False,False
30351.0,19,1,388,46,5,1,0,False,False,True,False,False,True,False
50437.0,28,3,620,490,16,2,0,False,True,False,True,False,False,False
23616.0,76,2,589,79,6,1,0,False,False,False,False,True,False,False
53858.0,50,4,597,915,13,1,0,False,True,False,True,False,False,False
66465.0,1,3,456,1485,32,1,1,False,False,True,True,False,False,False
46923.0,90,3,676,369,13,1,0,False,True,False,False,True,False,False
75072.0,83,2,522,1073,17,1,0,False,True,False,False,False,True,False
75865.0,73,1,90,1242,18,0,0,False,False,True,True,False,False,False
